Name,Energy (kcal),Protein,Carbohydrate,Fiber,Fat,Cholesterol,has_protein,has_carbs,has_fiber,has_cholesterol
"Ice cream sundae, fruit topping",221,2.72,32.7,0.7,9.2,36,Low,Medium,Low,Medium
Banana split,199,2.42,32.59,1,6.88,24,Low,Medium,Low,Medium
"Ice cream sundae, hot fudge topping",243,3.7,31.94,1.1,11.16,36,Low,Medium,Low,Medium
"Ice cream sundae, caramel topping",213,2.95,30.63,0.5,9.18,36,Low,Medium,Low,Medium
"Ice cream, fried",282,3.94,32.77,1.2,15.16,34,Low,Medium,Low,Medium
"Light ice cream, NFS",174,4.38,25.44,0.2,6.14,27,Low,Medium,Low,Medium
"Light ice cream, vanilla",174,4.38,25.44,0.2,6.14,27,Low,Medium,Low,Medium
"Light ice cream, chocolate",180,4.27,26.24,0.8,6.46,22,Low,Medium,Low,Medium
"Soft serve, blended with candy or cookies, from fast food",176,4,26.18,0.2,6.06,16,Low,Medium,Low,Low
"Light ice cream sandwich, vanilla",239,4.93,37.26,1,8.15,21,Low,Medium,Low,Medium
"Light ice cream sandwich, chocolate",243,4.85,37.86,1.5,8.4,17,Low,Medium,Low,Low
"Light ice cream bar, vanilla",236,3.23,18.76,0.1,16.65,20,Low,Low,Low,Medium
"Light ice cream bar, vanilla, chocolate coated",236,3.39,19.15,0.5,16.62,20,Low,Low,Low,Medium
"Light ice cream bar, chocolate",240,3.31,19.74,1,16.86,16,Low,Low,Low,Low
Creamsicle,165,1.54,32.75,0,3.08,8,Low,Medium,Low,Low
Fudgesicle,163,2.56,29.99,1,3.67,1,Low,Medium,Low,Low
"Light ice cream cone, vanilla, prepackaged",223,5.41,34.23,0.7,7.3,22,Low,Medium,Low,Medium
"Light ice cream cone, chocolate, prepackaged",227,5.32,34.87,1.3,7.56,18,Low,Medium,Low,Low
"Sherbet, all flavors",144,1.1,30.4,1.3,2,1,Low,Medium,Low,Low
"Fudgesicle, light",124,3.67,23.11,1.5,1.87,2,Low,Medium,Low,Low
"Pudding, chocolate, NFS",142,2.09,23.01,0,4.6,1,Low,Medium,Low,Low
"Pudding, bread",156,5.6,23.53,1,4.86,61,Low,Medium,Low,Medium
"Pudding, flavors other than chocolate, NFS",130,1.45,22.6,0,3.78,1,Low,Medium,Low,Low
Custard,97,5.08,10.97,0,3.64,80,Low,Low,Low,Medium
Flan,178,5.23,28.24,0,4.94,112,Low,Medium,Low,High
Creme brulee,113,4.06,17.85,0,2.83,45,Low,Low,Low,Medium
"Pudding, rice",108,3.23,18.39,0.3,2.15,12,Low,Low,Low,Low
"Firni, Indian pudding",144,3.58,25.13,0.3,3.11,9,Low,Medium,Low,Low
"Pudding, tapioca, made from dry mix",130,1.95,21.69,0,3.88,1,Low,Medium,Low,Low
"Pudding, flavors other than chocolate, made from dry mix",106,2.78,19.38,0,1.89,7,Low,Low,Low,Low
"Pudding, chocolate, made from dry mix",113,3.14,20.32,0.7,2.1,7,Low,Medium,Low,Low
"Pudding, flavors other than chocolate, made from dry mix, sugar free",70,3.18,9.53,0,2.07,8,Low,Low,Low,Low
"Pudding, chocolate, made from dry mix, sugar free",76,3.48,10.48,0.5,2.16,8,Low,Low,Low,Low
"Pudding, flavors other than chocolate, ready-to-eat",130,1.45,22.6,0,3.78,1,Low,Medium,Low,Low
"Pudding, flavors other than chocolate, ready-to-eat, sugar free",70,3.18,9.53,0,2.07,8,Low,Low,Low,Low
"Pudding, chocolate, ready-to-eat",142,2.09,23.01,0,4.6,1,Low,Medium,Low,Low
"Pudding, chocolate, ready-to-eat, sugar free",76,3.48,10.48,0.5,2.16,8,Low,Low,Low,Low
"Pudding, tapioca, ready-to-eat",130,1.95,21.69,0,3.88,1,Low,Medium,Low,Low
Banana pudding,160,2.57,28,0.7,4.26,38,Low,Medium,Low,Medium
Mousse,212,4.2,16.23,0.6,15.12,118,Low,Low,Low,High
Dulce de leche,315,6.84,55.35,0,7.35,29,Low,Medium,Low,Medium
"Barfi or Burfi, Indian dessert",284,5.42,40.43,0.4,11.36,35,Low,Medium,Low,Medium
Trifle,169,3.52,23.24,0.4,7.15,65,Low,Medium,Low,Medium
Tiramisu,353,5.65,29.44,0.6,23.86,121,Low,Medium,Low,High
White sauce or gravy,144,3.84,9.21,0.2,10.2,23,Low,Low,Low,Medium
"Cheese, NFS",381,20.7,4.33,0,31.26,95,Medium,Low,Low,Medium
"Cheese, Blue or Roquefort",353,21.4,2.34,0,28.74,75,Medium,Low,Low,Medium
"Cheese, Brick",371,23.24,2.79,0,29.68,94,Medium,Low,Low,Medium
"Cheese, Camembert",300,19.8,0.46,0,24.26,72,Medium,Low,Low,Medium
"Cheese, Brie",334,20.75,0.45,0,27.68,100,Medium,Low,Low,High
"Cheese, Cheddar",409,23.3,2.44,0,34,100,Medium,Low,Low,High
"Cheese, Cheddar, reduced fat",316,27.35,2.67,0,20.41,76,High,Low,Low,Medium
"Cheese, Cheddar, nonfat or fat free",157,32.14,7.14,0,0,18,High,Low,Low,Low
"Cheese, Colby",394,23.76,2.57,0,32.11,95,Medium,Low,Low,Medium
"Cheese, Colby Jack",393,23.19,2.24,0,32.37,98,Medium,Low,Low,Medium
"Cheese, Feta",273,19.71,5.58,0,19.08,58,Medium,Low,Low,Medium
"Cheese, Fontina",389,25.6,1.55,0,31.14,116,High,Low,Low,High
"Cheese, goat",364,21.58,0.12,0,29.84,79,Medium,Low,Low,Medium
"Cheese, Gouda or Edam",356,24.94,2.22,0,27.44,114,Medium,Low,Low,High
"Cheese, Gruyere",413,29.81,0.36,0,32.34,110,High,Low,Low,High
"Cheese, Limburger",327,20.05,0.49,0,27.25,90,Medium,Low,Low,Medium
"Cheese, Monterey",392,22.62,1.9,0,32.63,100,Medium,Low,Low,High
"Cheese, Monterey, reduced fat",313,28.2,0.7,0,21.6,65,High,Low,Low,Medium
"Cheese, Mozzarella, NFS",296,23.7,4.44,0,20.4,65,Medium,Low,Low,Medium
"Cheese, Mozzarella, part skim",296,23.7,4.44,0,20.4,65,Medium,Low,Low,Medium
"Cheese, Mozzarella, reduced sodium",280,27.5,3.1,0,17.1,54,High,Low,Low,Medium
"Cheese, Mozzarella, nonfat or fat free",141,31.7,3.5,1.8,0,18,High,Low,Low,Low
"Cheese, Muenster",368,23.41,1.12,0,30.04,96,Medium,Low,Low,Medium
"Cheese, Muenster, reduced fat",271,24.7,3.5,0,17.6,63,Medium,Low,Low,Medium
"Cheese, Parmesan, dry grated",412,29.87,8.36,0,28.75,86,High,Low,Low,Medium
"Cheese, Parmesan, dry grated, reduced fat",395,34.8,26.2,0,16.5,54,High,Medium,Low,Medium
"Cheese, Parmesan, hard",412,29.87,8.36,0,28.75,86,High,Low,Low,Medium
"Cheese, Parmesan, dry grated, fat free",370,40,40,0,5,20,High,Medium,Low,Medium
"Cheese, Port du Salut",356,24.94,2.22,0,27.44,114,Medium,Low,Low,High
"Cheese, Provolone",357,23.45,2.45,0,28.13,85,Medium,Low,Low,Medium
"Cheese, provolone, reduced fat",274,24.7,3.5,0,17.6,55,Medium,Low,Low,Medium
"Cheese, Swiss",393,27,1.44,0,31,93,High,Low,Low,Medium
"Cheese, Swiss, reduced sodium",374,28.4,3.4,0,27.4,92,High,Low,Low,Medium
"Cheese, Swiss, reduced fat",179,28.4,3.4,0,5.1,35,High,Low,Low,Medium
"Cheese, Swiss, nonfat or fat free",127,28.4,3.4,0,0,18,High,Low,Low,Low
"Cheese, Cheddar, reduced sodium",398,24.35,1.91,0,32.62,100,Medium,Low,Low,High
"Cheese, paneer",299,15.86,22.46,0,15.52,58,Medium,Medium,Low,Medium
"Cheese, Mexican blend",362,21.92,2.4,0,29.34,90,Medium,Low,Low,Medium
"Cheese, Mexican blend, reduced fat",282,24.69,3.41,0,19.4,62,Medium,Low,Low,Medium
"Queso Anejo, aged Mexican cheese",373,21.44,4.63,0,29.98,105,Medium,Low,Low,High
Queso Asadero,297,22.14,2.4,0,22.1,66,Medium,Low,Low,Medium
Queso Fresco,298,18.88,2.96,0,23.36,76,Medium,Low,Low,Medium
Queso cotija,351,23.84,2.72,0,27.24,89,Medium,Low,Low,Medium
"Cheese, cottage, NFS",82,11,4.31,0,2.3,12,Low,Low,Low,Low
"Cheese, cottage, creamed, large or small curd",103,11.62,4.6,0,4.22,18,Low,Low,Low,Low
"Cottage cheese, farmer's",148,10.96,4.33,0,9.73,32,Low,Low,Low,Medium
"Cheese, Ricotta",148,9.6,6,0,9.46,40,Low,Low,Low,Medium
"Cheese, cottage, with fruit",74,9.41,4.94,0.2,1.96,10,Low,Low,Low,Low
"Cheese, cottage, with vegetables",79,9.78,5.63,0.7,1.98,10,Low,Low,Low,Low
"Cheese, cottage, dry curd",72,10.34,6.66,0,0.29,7,Low,Low,Low,Low
"Cheese, cottage, salted, dry curd",71,10.24,6.59,0,0.29,7,Low,Low,Low,Low
Puerto Rican white cheese,298,18.88,2.96,0,23.36,76,Medium,Low,Low,Medium
"Cheese, cottage, low fat",82,11,4.31,0,2.3,12,Low,Low,Low,Low
"Cheese, cottage, lowfat, with fruit",85,7.3,10.3,0.3,1.57,8,Low,Low,Low,Low
"Cheese, cottage, lowfat, low sodium",72,12.4,2.7,0,1,4,Low,Low,Low,Low
"Cheese, cottage, lowfat, lactose reduced",82,11,4.31,0,2.3,12,Low,Low,Low,Low
"Cream cheese, regular, plain",343,5.79,4.56,0,33.49,101,Low,Low,Low,High
"Cream cheese, regular, flavored",275,8.23,14.09,0,20.55,65,Low,Low,Low,Medium
"Cream cheese, light",264,9.09,5.59,0,22.66,71,Low,Low,Low,Medium
"Cheese, American and Swiss blends",340,16.79,7.16,0,27.16,87,Medium,Low,Low,Medium
"Cheese, American",340,16.79,7.16,0,27.16,87,Medium,Low,Low,Medium
"Cheese, American, reduced fat",240,17.6,10.6,0,14.1,53,Medium,Low,Low,Medium
"Cheese, American, nonfat or fat free",126,21.05,10.53,0,0,26,Medium,Low,Low,Medium
"Cheese, American, reduced sodium",376,22.2,1.6,0,31.19,94,Medium,Low,Low,Medium
"Cheese spread, American or Cheddar cheese base, reduced fat",176,13.41,10.71,0,8.88,38,Low,Low,Low,Medium
"Cream cheese, fat free",105,15.69,7.66,0,1,12,Medium,Low,Low,Low
"Cheese, processed cheese food",307,16.09,8.85,0,23.06,78,Medium,Low,Low,Medium
"Cheese, processed, with vegetables",356,14.14,3.48,0.1,31.7,94,Low,Low,Low,Medium
"Cheese,  with wine",307,16.09,8.85,0,23.06,78,Medium,Low,Low,Medium
"Cheese spread, American or Cheddar cheese base",290,16.41,8.73,0,21.23,55,Medium,Low,Low,Medium
"Cheese spread, Swiss cheese base",290,16.41,8.73,0,21.23,55,Medium,Low,Low,Medium
"Cheese spread, cream cheese",295,7.1,3.5,0,28.6,90,Low,Low,Low,Medium
"Cheese spread, pressurized can",290,16.41,8.73,0,21.23,55,Medium,Low,Low,Medium
Imitation cheese,390,25,1,0,32,15,High,Low,Low,Low
"Cheese, cottage cheese, with gelatin dessert",83,6.82,9.03,0,2.27,10,Low,Low,Low,Low
"Cheese, cottage cheese, with gelatin dessert and fruit",75,5.32,9.91,0.4,1.74,7,Low,Low,Low,Low
"Cheese, cottage cheese, with gelatin dessert and vegetables",85,8.03,7.11,0.2,2.8,12,Low,Low,Low,Low
Cheese ball,441,17.89,4.84,1.2,38.88,71,Medium,Low,Low,Medium
Artichoke dip,331,3.86,5.78,0.9,32.67,37,Low,Low,Low,Medium
Spinach and artichoke dip,329,4.21,5.07,1.2,32.76,37,Low,Low,Low,Medium
Seafood dip,337,6.18,4.2,0.2,32.8,71,Low,Low,Low,Medium
Cheese dip with chili pepper,143,3.14,11.14,0.7,9.51,9,Low,Low,Low,Low
Cheese dip,163,3.14,7.86,0.3,13.27,9,Low,Low,Low,Low
Topping from cheese pizza,230,16.86,7.62,1,14.67,45,Medium,Low,Low,Medium
Topping from vegetable pizza,247,15.59,12.18,1.9,15.61,40,Medium,Low,Low,Medium
Topping from meat pizza,321,19.19,5.65,0.7,24.52,68,Medium,Low,Low,Medium
Topping from meat and vegetable pizza,299,17.55,7.66,1,22.03,61,Medium,Low,Low,Medium
Cheese fondue,276,19.32,1.95,0,21.2,68,Medium,Low,Low,Medium
Cheese souffle,207,9.43,6.38,0.1,16.01,157,Low,Low,Low,High
Welsh rarebit,165,7.5,6.32,0.1,12.26,26,Low,Low,Low,Medium
"Cheese sandwich, NFS",297,12.46,31.89,1.4,13.29,36,Low,Medium,Low,Medium
"Cheese sandwich, American cheese, on white bread",297,12.46,31.89,1.4,13.29,36,Low,Medium,Low,Medium
"Cheese sandwich, American cheese, on wheat bread",295,13.62,29.67,3.2,13.52,36,Low,Medium,Medium,Medium
"Cheese sandwich, cheddar cheese, on white bread",325,15.14,29.95,1.4,16.11,41,Medium,Medium,Low,Medium
"Cheese sandwich, cheddar cheese, on wheat bread",323,16.3,27.72,3.2,16.34,41,Medium,Medium,Medium,Medium
"Cheese sandwich, reduced fat cheese, on white bread",256,12.79,33.31,1.4,7.92,22,Low,Medium,Low,Medium
"Cheese sandwich, reduced fat cheese, on wheat bread",254,13.95,31.08,3.2,8.14,22,Low,Medium,Medium,Medium
"Grilled cheese sandwich, NFS",343,11.03,28.09,1.2,20.78,48,Low,Medium,Low,Medium
"Grilled cheese sandwich, American cheese, on white bread",343,11.03,28.09,1.2,20.78,48,Low,Medium,Low,Medium
"Grilled cheese sandwich, American cheese, on wheat bread",341,12.05,26.13,2.8,20.98,48,Low,Medium,Low,Medium
"Grilled cheese sandwich, cheddar cheese, on white bread",368,13.38,26.38,1.2,23.26,53,Low,Medium,Low,Medium
"Grilled cheese sandwich, cheddar cheese, on wheat bread",366,14.4,24.42,2.8,23.46,53,Low,Medium,Low,Medium
"Grilled cheese sandwich, reduced fat cheese, on white bread",307,11.32,29.33,1.2,16.05,36,Low,Medium,Low,Medium
"Grilled cheese sandwich, reduced fat cheese, on wheat bread",305,12.34,27.38,2.8,16.25,36,Low,Medium,Low,Medium
Cheese sauce,163,3.14,7.86,0.3,13.27,9,Low,Low,Low,Low
Alfredo sauce,150,2.12,1.77,0,15,44,Low,Low,Low,Medium
Alfredo sauce with added vegetables,122,2.07,2.65,0.4,11.54,33,Low,Low,Low,Medium
Alfredo sauce with meat,171,6.52,1.44,0,15.34,52,Low,Low,Low,Medium
Alfredo sauce with meat and added vegetables,148,6.47,2.15,0.3,12.53,43,Low,Low,Low,Medium
Alfredo sauce with poultry,156,6.87,1.44,0,13.6,53,Low,Low,Low,Medium
Alfredo sauce with poultry and added vegetables,133,6.83,2.15,0.3,10.79,45,Low,Low,Low,Medium
Alfredo sauce with seafood,145,5.91,1.99,0,12.46,64,Low,Low,Low,Medium
Alfredo sauce with seafood and added vegetables,122,5.87,2.7,0.3,9.66,55,Low,Low,Low,Medium
"Mozzarella sticks, breaded, baked, or fried",325,14.75,25.14,2,18.33,36,Low,Medium,Low,Medium
"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",139,7.17,3.86,0.8,10.87,18,Low,Low,Low,Low
"Meat, NFS",215,27.13,0,0,11.29,82,High,Low,Low,Medium
"Meat, ground, NFS",262,25.62,0,0,17.04,88,High,Low,Low,Medium
"Baby Toddler meat, NFS",112,12.58,1.25,0,5.99,55,Low,Low,Low,Medium
"Beef, NFS",231,27.13,0,0,13.04,85,High,Low,Low,Medium
"Steak, NS as to type of meat, NS as to fat eaten",230,26.95,0,0,12.99,83,High,Low,Low,Medium
"Beef, steak, NFS",229,27,0,0,12.88,83,High,Low,Low,Medium
"Beef, steak, chuck",225,25.97,0.21,0,13.43,92,High,Low,Low,Medium
"Beef, steak, cube",187,28.83,0,0,7.1,83,High,Low,Low,Medium
"Beef, steak, flank",243,29.13,0,0,14.09,91,High,Low,Low,Medium
"Beef, steak, ribeye, NS as to fat eaten",260,24.99,0,0,17.73,79,Medium,Low,Low,Medium
"Beef, steak, ribeye, lean and fat eaten",289,23.5,0,0,21.64,79,Medium,Low,Low,Medium
"Beef, steak, ribeye, lean only eaten",230,26.47,0,0,13.83,79,High,Low,Low,Medium
"Beef, steak, round",166,29.72,0,0,4.25,85,High,Low,Low,Medium
"Beef, steak, sirloin, NS as to fat eaten",239,27.14,0,0,13.98,85,High,Low,Low,Medium
"Beef, steak, sirloin, lean and fat eaten",262,26.23,0,0,16.65,87,High,Low,Low,Medium
"Beef, steak, sirloin, lean only eaten",216,28.05,0,0,11.32,82,High,Low,Low,Medium
"Beef, steak, strip, NS as to fat eaten",239,27.14,0,0,13.98,85,High,Low,Low,Medium
"Beef, steak, strip, lean and fat eaten",262,26.23,0,0,16.65,87,High,Low,Low,Medium
"Beef, steak, strip, lean only eaten",216,28.05,0,0,11.32,82,High,Low,Low,Medium
"Beef, steak, T-bone, NS as to fat eaten",252,26.16,0,0,15.56,82,High,Low,Low,Medium
"Beef, steak, T-bone,  lean and fat eaten",274,25.2,0,0,18.42,82,High,Low,Low,Medium
"Beef, steak, T-bone, lean only eaten",230,27.12,0,0,12.69,82,High,Low,Low,Medium
"Beef, steak, tenderloin",196,30.46,0,0,8.25,92,High,Low,Low,Medium
"Beef, steak, country fried",306,19.9,7.94,0.3,21.05,66,Medium,Low,Low,Medium
"Beef, oxtails",257,25.9,0,0,16.46,86,High,Low,Low,Medium
"Beef, neck bones",257,25.9,0,0,16.46,86,High,Low,Low,Medium
"Beef, shortribs",253,18.2,12.13,0.3,14.1,67,Medium,Low,Low,Medium
"Beef, cow head",257,25.9,0,0,16.46,86,High,Low,Low,Medium
"Beef, roast",206,29.08,0,0,9.72,89,High,Low,Low,Medium
"Beef, pot roast",251,28.39,0,0,15.35,101,High,Low,Low,High
"Beef, stew meat",251,28.39,0,0,15.35,101,High,Low,Low,High
"Beef, corned",251,18.17,0.47,0,18.98,98,Medium,Low,Low,Medium
"Beef, brisket",231,29.41,0,0,12.04,94,High,Low,Low,Medium
"Beef, sandwich steak",326,18.26,0,0,27.59,73,Medium,Low,Low,Medium
"Beef, ground, raw",213,18.44,0,0,14.88,67,Medium,Low,Low,Medium
"Beef, ground",261,25.55,0,0,16.82,87,High,Low,Low,Medium
"Beef, ground, patty",272,25.45,0,0,18.18,87,High,Low,Low,Medium
"Beef, bacon, cooked",449,31.3,1.4,0,34.4,119,High,Low,Low,High
"Beef, bacon, reduced sodium, cooked",541,37.04,1.43,0,41.78,110,High,Low,Low,High
"Beef, dried, chipped, uncooked",153,31.1,2.76,0,1.94,79,High,Low,Low,Medium
"Beef, dried, chipped, cooked in fat",225,28.12,2.5,0,11.32,81,High,Low,Low,Medium
Beef jerky,410,33.2,11,1.8,25.6,48,High,Low,Low,Medium
Baby Toddler beef,81,12.03,2.43,0,2.52,51,Low,Low,Low,Medium
"Pork, NFS",192,27.14,0,0,8.67,77,High,Low,Low,Medium
"Pork, ground",299,26.92,0,0,21.22,96,High,Low,Low,Medium
"Pork, carnitas",271,24.57,0,0,18.33,96,Medium,Low,Low,Medium
Pork jerky,412,35,9.73,0,24.73,137,High,Low,Low,High
"Pork, chop, NS as to fat eaten",183,27.5,0,0,7.55,71,High,Low,Low,Medium
"Pork, chop, lean and fat eaten",195,26.97,0.01,0,9.17,72,High,Low,Low,Medium
"Pork, chop, lean only eaten",171,28.03,0,0,5.94,71,High,Low,Low,Medium
"Pork, chop, coated, NS as to fat eaten",219,25.54,7.2,0.4,9.18,63,High,Low,Low,Medium
"Pork, chop, coated, lean and fat eaten",229,25.06,7.16,0.4,10.58,63,High,Low,Low,Medium
"Pork, chop, coated, lean only eaten",208,25.99,7.16,0.4,7.74,62,High,Low,Low,Medium
"Pork, chop, stuffed",190,18.37,7.82,1,9.04,46,Medium,Low,Low,Medium
"Pork, steak, NS as to fat eaten",247,25.93,0,0,15.08,98,High,Low,Low,Medium
"Pork, steak, lean and fat eaten",264,25.15,0.01,0,17.36,97,High,Low,Low,Medium
"Pork, steak, lean only eaten",230,26.71,0,0,12.8,99,High,Low,Low,Medium
"Pork, steak, coated",275,24.16,7.2,0.4,15.8,86,Medium,Low,Low,Medium
"Pork, tenderloin",134,24.65,0.09,0,3.38,68,Medium,Low,Low,Medium
Ham,117,19.04,1.58,0,3.87,54,Medium,Low,Low,Medium
"Ham, prosciutto",195,27.8,0.3,0,8.32,70,High,Low,Low,Medium
"Ham, canned",167,20.94,0.49,0,8.43,41,Medium,Low,Low,Medium
"Ham, ground",167,20.94,0.49,0,8.43,41,Medium,Low,Low,Medium
"Pork, roast",181,26.63,0,0,7.49,79,High,Low,Low,Medium
"Pork, roll",329,13.07,4.49,0,28.39,69,Low,Low,Low,Medium
"Canadian bacon, cooked",146,28.31,1.8,0,2.78,67,High,Low,Low,Medium
"Bacon, NS as to type of meat, cooked",484,37.41,1.9,0,35.8,99,High,Low,Low,Medium
"Bacon, NS as to type of meat, reduced sodium, cooked",253,13.33,4.8,0,20,100,Low,Low,Low,High
"Pork bacon, NS as to fresh, smoked or cured, cooked",484,37.41,1.9,0,35.8,99,High,Low,Low,Medium
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",541,37.04,1.43,0,41.78,110,High,Low,Low,High
"Pork bacon, smoked or cured, cooked",468,33.92,1.7,0,35.09,99,High,Low,Low,Medium
"Bacon or side pork, fresh, cooked",468,33.92,1.7,0,35.09,99,High,Low,Low,Medium
"Pork bacon, smoked or cured, reduced sodium, cooked",541,37.04,1.43,0,41.78,110,High,Low,Low,High
"Fat back, cooked",750,2.68,0,0,81.93,84,Low,Low,Low,Medium
"Ribs, NFS",254,16.52,12.13,0.3,14.97,60,Medium,Low,Low,Medium
"Pork, ribs",254,16.22,12.13,0.3,15.12,58,Medium,Low,Low,Medium
"Pork, cracklings",569,45.03,0,0,41.74,90,High,Low,Low,Medium
"Pork, ears",236,26.15,0,0,13.78,87,High,Low,Low,Medium
"Pork, bones",236,26.15,0,0,13.78,87,High,Low,Low,Medium
"Pork, pig's feet",236,21.77,0,0,15.92,106,Medium,Low,Low,High
"Pork, pig's feet, pickled",140,11.63,0.01,0,10.02,83,Low,Low,Low,Medium
"Pork, ham hocks",268,14.64,1.09,0,22.79,60,Low,Low,Low,Medium
"Pork, belly",404,26.58,0,0,32.24,104,High,Low,Low,High
Pork skin rinds,544,61.3,0,0,31.3,95,High,Low,Low,Medium
Baby Toddler ham,97,11.3,3.7,0,3.8,24,Low,Low,Low,Medium
Baby Toddler meat stick,188,13.7,1.4,0.2,14.2,65,Low,Low,Low,Medium
"Lamb, NS as to cut",292,24.32,0,0,20.77,96,Medium,Low,Low,Medium
"Lamb, chop",264,27.36,0,0,16.27,97,High,Low,Low,Medium
"Lamb, ground",281,24.55,0,0,19.49,96,Medium,Low,Low,Medium
Goat,142,26.88,0,0,3.01,74,High,Low,Low,Medium
"Veal, chop",158,29.51,0.07,0,4.4,77,High,Low,Low,Medium
"Veal, ground",213,25.62,1.5,0,11.69,76,High,Low,Low,Medium
Mock chicken legs,242,21.54,8.04,0.3,13.59,57,Medium,Low,Low,Medium
Rabbit,204,30.14,0,0,8.34,85,High,Low,Low,Medium
"Venison, NFS",167,28.1,0,0,5.26,88,High,Low,Low,Medium
"Venison, steak",149,29.96,0,0,2.36,78,High,Low,Low,Medium
Venison/deer jerky,398,32.2,14.72,0,22.41,129,High,Low,Low,High
Venison sausage,312,20.23,0,0,25.08,90,Medium,Low,Low,Medium
Moose,133,29.04,0,0,0.96,77,High,Low,Low,Medium
Bear,257,32.16,0,0,13.28,97,High,Low,Low,Medium
Caribou,166,29.53,0,0,4.38,108,High,Low,Low,High
Bison,178,25.25,0,0,8.55,70,High,Low,Low,Medium
Groundhog,159,28.08,0,0,4.34,76,High,Low,Low,Medium
Opossum,219,29.96,0,0,10.12,128,High,Low,Low,High
Squirrel,172,30.53,0,0,4.65,120,High,Low,Low,High
Beaver,210,34.57,0,0,6.9,116,High,Low,Low,High
Raccoon,253,28.97,0,0,14.38,96,High,Low,Low,Medium
Armadillo,159,28.08,0,0,4.34,76,High,Low,Low,Medium
Wild pig,159,28.08,0,0,4.34,76,High,Low,Low,Medium
Ostrich,174,25.93,0,0,7.01,82,High,Low,Low,Medium
"Chicken, NS as to part and cooking method, NS as to skin eaten",164,26.79,0,0,6.36,112,High,Low,Low,High
"Chicken, NS as to part and cooking method, skin eaten",196,25.07,0.1,0,10.65,113,High,Low,Low,High
"Chicken, NS as to part and cooking method, skin not eaten",164,26.79,0,0,6.36,112,High,Low,Low,High
"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",165,27.32,0,0,5.32,115,High,Low,Low,High
"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",203,24.7,0,0,10.8,114,Medium,Low,Low,High
"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",165,27.32,0,0,5.32,115,High,Low,Low,High
"Chicken, NS as to part, rotisserie, NS as to skin eaten",164,26.79,0,0,6.36,112,High,Low,Low,High
"Chicken, NS as to part, rotisserie, skin eaten",196,25.07,0.1,0,10.65,113,High,Low,Low,High
"Chicken, NS as to part, rotisserie, skin not eaten",164,26.79,0,0,6.36,112,High,Low,Low,High
"Chicken, NS as to part, stewed, NS as to skin eaten",156,26.03,0,0,5.38,113,High,Low,Low,High
"Chicken, NS as to part, stewed, skin eaten",196,23.58,0,0,10.86,113,Medium,Low,Low,High
"Chicken, NS as to part, stewed, skin not eaten",156,26.03,0,0,5.38,113,High,Low,Low,High
"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",179,26.74,0,0,7.2,112,High,Low,Low,High
"Chicken, NS as to part, grilled without sauce, skin eaten",217,24.19,0,0,12.57,112,Medium,Low,Low,High
"Chicken, NS as to part, grilled without sauce, skin not eaten",179,26.74,0,0,7.2,112,High,Low,Low,High
"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",180,21.98,7.31,0.2,6.36,92,Medium,Low,Low,Medium
"Chicken, NS as to part, grilled with sauce, skin eaten",211,19.89,7.31,0.2,10.74,91,Medium,Low,Low,Medium
"Chicken, NS as to part, grilled with sauce, skin not eaten",180,21.98,7.31,0.2,6.36,92,Medium,Low,Low,Medium
"Chicken, NS as to part, sauteed, skin eaten",217,24.19,0,0,12.57,112,Medium,Low,Low,High
"Chicken, NS as to part, sauteed, skin not eaten",179,26.74,0,0,7.2,112,High,Low,Low,High
"Chicken, NS as to part, fried, coated, skin / coating eaten",251,21.75,7.14,0.2,15.02,100,Medium,Low,Low,High
"Chicken, NS as to part, fried, coated, skin / coating not eaten",164,26.18,0.07,0,6.58,113,High,Low,Low,High
"Chicken, NS as to part, baked, coated, skin / coating eaten",251,21.75,7.14,0.2,15.02,100,Medium,Low,Low,High
"Chicken, NS as to part, baked, coated, skin / coating not eaten",164,26.18,0.07,0,6.58,113,High,Low,Low,High
"Chicken breast, NS as to cooking method, skin eaten",175,26.37,0.09,0,7.67,90,High,Low,Low,Medium
